log2FoldChange	padj	cond1	cond2	gene	lab	type	sig	direction	tissue	group	TF	TFcofactor	EpiGene	Family
-0.688747729660468	0.000129518160019427	TCDD_Male_adult	Ctrl_Male_adult	Tfec	Aylor	blood_adt_pseudo_corrected	TRUE	down	blood	Aylor_TCDD_Male_adult	TRUE	FALSE	FALSE	bHLH
0.660242557697534	4.01404002708925e-12	BPA10mg_Male_adult	Ctrl_Male_adult	Arid4a	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	TRUE	ARID
0.729426033457808	6.38396328687733e-08	BPA10mg_Male_adult	Ctrl_Male_adult	Arid4b	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	TRUE	ARID
0.912409025057584	2.96114123142336e-06	BPA10mg_Male_adult	Ctrl_Male_adult	Cebpb	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	TF_bZIP
0.719604171696887	8.02120712537213e-14	BPA10mg_Male_adult	Ctrl_Male_adult	Dnajc2	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	TRUE	MYB
-1.03448307161367	2.4675751049263e-05	BPA10mg_Male_adult	Ctrl_Male_adult	Epas1	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	Others
-0.670291020501695	0.000432780817135032	BPA10mg_Male_adult	Ctrl_Male_adult	Foxo4	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	Fork_head
-0.605581233485298	0.000774041203267087	BPA10mg_Male_adult	Ctrl_Male_adult	Gata2	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	zf-GATA
0.796629687915221	1.72386602139089e-14	BPA10mg_Male_adult	Ctrl_Male_adult	Hmgb2	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	HMG
0.590792992420434	1.43006712841585e-09	BPA10mg_Male_adult	Ctrl_Male_adult	Hopx	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	Homeobox
0.816291679230568	3.29748171393622e-06	BPA10mg_Male_adult	Ctrl_Male_adult	Hoxb4	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	Homeobox
0.701565082596021	1.36567391090535e-05	BPA10mg_Male_adult	Ctrl_Male_adult	Hsf2	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	HSF
-0.729093042268584	1.29398789419652e-05	BPA10mg_Male_adult	Ctrl_Male_adult	Id3	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	bHLH
0.638471338895845	1.9730601829285e-08	BPA10mg_Male_adult	Ctrl_Male_adult	Klf6	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
0.665939797825103	3.81401742969153e-10	BPA10mg_Male_adult	Ctrl_Male_adult	Lyar	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	Others
0.60210145128164	0.000229982886551113	BPA10mg_Male_adult	Ctrl_Male_adult	Maf	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	TF_bZIP
0.872319794686332	7.13293682347465e-05	BPA10mg_Male_adult	Ctrl_Male_adult	Nr4a3	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	NGFIB-like
0.831519326756171	6.17377558370217e-11	BPA10mg_Male_adult	Ctrl_Male_adult	Pou2f2	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	Pou
-0.676865448555955	8.96189464231268e-07	BPA10mg_Male_adult	Ctrl_Male_adult	Prdm15	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
0.816162034138155	4.44863942738237e-12	BPA10mg_Male_adult	Ctrl_Male_adult	Pura	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	Others
0.67054049623834	5.94351018673076e-11	BPA10mg_Male_adult	Ctrl_Male_adult	Sub1	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	PC4
0.586650043014666	5.98090430350361e-09	BPA10mg_Male_adult	Ctrl_Male_adult	Tcf4	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	bHLH
1.12642116220688	1.74678992419644e-07	BPA10mg_Male_adult	Ctrl_Male_adult	Tcf7l2	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	HMG
0.730218816686037	5.78148941402476e-08	BPA10mg_Male_adult	Ctrl_Male_adult	Xpa	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	Others
-0.59014863654507	1.14499327144116e-06	BPA10mg_Male_adult	Ctrl_Male_adult	Zfp335	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
-0.614520493416991	3.08167848243602e-08	BPA10mg_Male_adult	Ctrl_Male_adult	Zfp507	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
-0.799921634348431	8.91245413449104e-05	BPA10mg_Male_adult	Ctrl_Male_adult	Zfp518b	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
0.611210422922398	8.75835395989532e-05	BPA10mg_Male_adult	Ctrl_Male_adult	Zfp524	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
0.736984372729593	0.000297212992191771	BPA10mg_Male_adult	Ctrl_Male_adult	Zfp677	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
-1.68522459060754	0.000173570745329393	BPA10mg_Male_adult	Ctrl_Male_adult	Zfp683	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
1.07415022307066	7.8718696580303e-05	BPA10mg_Male_adult	Ctrl_Male_adult	Zfp991	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
0.662355154904362	1.84620528363551e-05	BPA10mg_Male_adult	Ctrl_Male_adult	Zfp994	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
0.630601671504331	2.2728884157585e-05	BPA10mg_Male_adult	Ctrl_Male_adult	Zmat1	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
-0.644405194074199	3.60641748228355e-05	BPA10ug_Male_adult	Ctrl_Male_adult	Id3	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10ug_Male_adult	TRUE	FALSE	FALSE	bHLH
0.744955370207867	9.62010810072573e-10	BPA10ug_Male_adult	Ctrl_Male_adult	Ikzf5	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10ug_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
-0.708127339149564	5.36269570256452e-07	BPA10ug_Male_adult	Ctrl_Male_adult	Jund	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10ug_Male_adult	TRUE	FALSE	FALSE	TF_bZIP
-0.940121931583179	0.000865545637749698	BPA10ug_Male_adult	Ctrl_Male_adult	Mybl2	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10ug_Male_adult	TRUE	FALSE	FALSE	MYB
1.32051974347992	7.33154684942063e-15	BPA10ug_Male_adult	Ctrl_Male_adult	Plek	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10ug_Male_adult	TRUE	FALSE	FALSE	Others
0.674665810966012	0.000313484363845939	BPA10ug_Male_adult	Ctrl_Male_adult	Tal1	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10ug_Male_adult	TRUE	FALSE	FALSE	bHLH
-0.72615466939546	2.47155056215471e-06	BPA10ug_Male_adult	Ctrl_Male_adult	Tbx6	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10ug_Male_adult	TRUE	FALSE	FALSE	T-box
0.613686346856377	0.000111629730090623	BPA10ug_Male_adult	Ctrl_Male_adult	Zfp119a	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10ug_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
0.594652384633642	0.00028067902409966	BPA10ug_Male_adult	Ctrl_Male_adult	Zfp455	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10ug_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
0.720934837282603	2.81983678677341e-09	BPA10ug_Male_adult	Ctrl_Male_adult	Zfp456	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10ug_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
-0.662070028389039	2.63012581521836e-05	BPA10ug_Male_adult	Ctrl_Male_adult	Zfp692	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10ug_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
0.716844332015558	1.71313351380434e-05	BPA10ug_Male_adult	Ctrl_Male_adult	Zfp758	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10ug_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
0.616528292374943	4.55018343034908e-07	BPA10ug_Male_adult	Ctrl_Male_adult	Zfp984	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10ug_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
0.640475291235511	4.55726681955947e-06	BPA10ug_Male_adult	Ctrl_Male_adult	Zfp994	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10ug_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
0.887511873465776	2.86307053246594e-06	BPA10ug_Male_adult	Ctrl_Male_adult	Zxdb	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10ug_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
0.703453891900794	5.89758954833172e-13	PM2.5_Male_adult	Ctrl_Male_adult	2010315B03Rik	Biswal	blood_adt_pseudo_corrected	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
0.605644901547849	2.33822791732299e-07	PM2.5_Male_adult	Ctrl_Male_adult	4930522L14Rik	Biswal	blood_adt_pseudo_corrected	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
1.57979834472845	1.86997845863176e-19	PM2.5_Male_adult	Ctrl_Male_adult	Ahr	Biswal	blood_adt_pseudo_corrected	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	bHLH
1.21984738056387	7.54602705024906e-07	PM2.5_Male_adult	Ctrl_Male_adult	Ar	Biswal	blood_adt_pseudo_corrected	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	ESR-like
0.676864516024652	0.000862512388634125	PM2.5_Male_adult	Ctrl_Male_adult	Atf3	Biswal	blood_adt_pseudo_corrected	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	TF_bZIP
-0.817531663750915	2.00466140765442e-39	PM2.5_Male_adult	Ctrl_Male_adult	Atf4	Biswal	blood_adt_pseudo_corrected	TRUE	down	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	TF_bZIP
-0.962710320716145	4.44161663732972e-18	PM2.5_Male_adult	Ctrl_Male_adult	Atf5	Biswal	blood_adt_pseudo_corrected	TRUE	down	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	TF_bZIP
0.662875078083857	8.17214043694552e-06	PM2.5_Male_adult	Ctrl_Male_adult	AU041133	Biswal	blood_adt_pseudo_corrected	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
0.798888368298837	5.46095768033449e-25	PM2.5_Male_adult	Ctrl_Male_adult	Bach1	Biswal	blood_adt_pseudo_corrected	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	TF_bZIP
1.17504269670238	9.08611365406295e-06	PM2.5_Male_adult	Ctrl_Male_adult	Batf3	Biswal	blood_adt_pseudo_corrected	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	TF_bZIP
-1.06429092814426	9.99573345439367e-16	PM2.5_Male_adult	Ctrl_Male_adult	Bhlhe41	Biswal	blood_adt_pseudo_corrected	TRUE	down	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	bHLH
-0.944465376127607	3.60784190901181e-15	PM2.5_Male_adult	Ctrl_Male_adult	Carhsp1	Biswal	blood_adt_pseudo_corrected	TRUE	down	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	CSD
0.92072805513738	3.37249363584673e-09	PM2.5_Male_adult	Ctrl_Male_adult	Cebpa	Biswal	blood_adt_pseudo_corrected	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	TF_bZIP
0.666109765382296	5.24754990215202e-42	PM2.5_Male_adult	Ctrl_Male_adult	Clock	Biswal	blood_adt_pseudo_corrected	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	TRUE	bHLH
-1.36891335969264	8.0555066855242e-14	PM2.5_Male_adult	Ctrl_Male_adult	Creb3l1	Biswal	blood_adt_pseudo_corrected	TRUE	down	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	TF_bZIP
0.935837730454586	7.67513668015841e-34	PM2.5_Male_adult	Ctrl_Male_adult	Creb3l2	Biswal	blood_adt_pseudo_corrected	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	TF_bZIP
0.863871646822302	9.34442786924998e-17	PM2.5_Male_adult	Ctrl_Male_adult	D130040H23Rik	Biswal	blood_adt_pseudo_corrected	TRUE	up	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	zf-C2H2
-0.88900837560754	2.5219325216203e-17	PM2.5_Male_adult	Ctrl_Male_adult	Dbp	Biswal	blood_adt_pseudo_corrected	TRUE	down	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	TF_bZIP
-0.653153817098866	1.88021670828061e-21	PM2.5_Male_adult	Ctrl_Male_adult	Ddit3	Biswal	blood_adt_pseudo_corrected	TRUE	down	blood	Biswal_PM2.5_Male_adult	TRUE	FALSE	FALSE	TF_bZIP
